######################################
# Bloody Rally Show translations file 
# Locale: Lithuanian
# Author: Tomas Varaneckas
# Contact: tomas@kodolinija.com
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicholas Merryland 
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Brace Stone
paint.increase_opacity,Labiau Matomas
paint.move,Stumti
paint.remove_paint_layer,Panaikinti Dažų Sluoksnį
paint.open_custom_folder,Atidaryti OS katalogą, skritą tavo dažų sluoksniams

# Pedestrian Mode

ped.close_calls,Beveik Pataikė
ped.photos,Nuotraukos
ped.good_photos,Geros Nuotraukos
ped.earned_cash,Uždarbis

# Race mode

race.paused.by,Sustabdyta dėl {0}
race.you_have_a_challenge,Turi Iššūkį
race.btn.exit,Nutraukti Lenktynes
race.btn.exit_desktop,Išeiti Iš Žaidimo
race.btn.restart,Pakartoti
race.btn.photo_mode,Foto Režimas
race.btn.speed_up,Pagreitinti
race.btn.end,Užbaigti
race.finished,Lenktynės Baigtos
race.waiting,Laukiam ({0:0}s)

# Battle mode

battle.finished,Mūšis Baigtas

# Input Actions

act.UIHorizontal,Horizontali Navigacija
act.UIVertical,Vertikali Navigacija
act.UISubmit,Vykdyti
act.UICancel,Nutrakti
act.ShowTutorial,Rodyti Patarimą
act.UICycleNext,Sekantis
act.UICyclePrev,Buvęs
act.UIPlayerNext,Kitas Žaidėjas
act.UIPlayerPrev,Buvęs Žaidėjas

act.Steer,Vairuoti
act.Accelerate,Gazas
act.Brake,Stabdis
act.Pause,Pauzė
act.Camera,Keisti Kamerą
act.Handbrake,Rankinis
act.ResetCar,Atstatyti Auto
act.Zoom,Keisti Pritraukimą
act.Nitro,Nitro
act.Fire,Šauti Ginklą
act.DropWeapon,Mesti Ginklą

act.EditorZoom,Pritraukimas
act.RotateObject,Sukti Objektą
act.HorizontalPan,Horizontalus Stūmimas
act.VerticalPan,Vertikalus Stūmimas
act.PlaceObject,Dėti Objektą
act.CancelAction,Nutraukti Veiksmą
act.Undo,Undo
act.Redo,Redo
act.CopyModifier,Kopijavimo Modifajeris
act.DeleteModifier,Trynimo Modifajeris

act.Walk,Eiti
act.Turn,Suktis
act.Take Photo,Fotografuoti
act.Wave,Mojuoti
act.FastForward,Laiko Greitinimas
act.PedZoom,Pritraukimas
act.PedPause,Pauzė

act.MoveHorizontal,Judėti Horizontaliai
act.MoveVertical,Judėti Vertikaliai
act.PhotoZoom,Pritraukimas
act.Rotate,Sukimasis
act.PhotoModePhoto,Fotografuoti
act.ToggleTime,Jungti Laiką
act.ControlTimeScale,Laiko Greitis
act.ToggleUI,Jungti UI
act.ExitPhotoMode,Baigti Foto Režimą
act.AdjustMotionSpeed,Judėjimo Greitis

# Track editor

tr.file,Failas
tr.file.new,Naujas
tr.file.new.tip,Pradėti kurti naują trasą
tr.file.open,Atidaryti
tr.file.open.tip,Atidaryti išsaugotą trasą
tr.file.save,Išsaugoti
tr.file.save.tip,Išsaugoti trasą
tr.file.undo,Undo
tr.file.redo,Redo
tr.file.share,Dalintis
tr.file.share.tip,Įkelti šią trasą į Steam Workshop
tr.file.delete,Trinti
tr.file.delete.tip,Trinti išsaugotą trasą (galėsi pasirinkti kurią)
tr.file.exit,Išeiti
tr.file.exit.tip,Išeiti į pagrindinį meniu

tr.grid,Tinklelis
tr.grid.toggle,Jungti
tr.grid.toggle.tip,Parodyti arba paslėpti tinklelį
tr.grid.light,Šviesus
tr.grid.light.tip,Šviesus tinklelis (naudinga tamsiose trasose)
tr.grid.dark,Tamsus
tr.grid.dark.tip,Tamsus tinklelis (naudinga šviesiose trasose)

tr.gen,Generuoti
tr.gen.full_circuit,Pilną Žiedą
tr.gen.full_circuit.tip,Generuoti pilną žiedinę trasą su visais objektais. Perrašys dabartinę trasą.
tr.gen.full_open,Pilną Kelią
tr.gen.full_open.tip,Generuoti pilną atviro kelio trasą su visais objektais. Perrašys dabartinę trasą.
tr.gen.circuit,Žiedas
tr.gen.circuit.tip,Generuoti žiedinės trasos vingiuotumą. Perrašys dabartinę trasą bei ištrins visus objektus.
tr.gen.open,Kelias
tr.gen.open.tip,Generuoti atviro kelio vingiuotumą. Perrašys dabartinę trasą bei ištrins visus objektus.
tr.gen.all_objects,Visi Objektai
tr.gen.all_objects.tip,Generuoti objektus. Perrašys visus esamus.
tr.gen.object_groups,Objektų Grupės
tr.gen.object_groups.tip,Generuoti rankom sukurtas objektų grupes. Perrašys visas esamas.
tr.gen.crowd,Minia
tr.gen.crowd.tip,Generiuoti minią. Perrašys esamas.
tr.gen.forests,Miškai
tr.gen.forests.tip,Generuoti miškus. Perrašys visus esamus. Miesto trasose panaikins visus skverus.
tr.gen.flowers,Gėlės
tr.gen.flowers.tip,Generuoti gėles. Perrašys esamas. Neveiks miesto trasose.
tr.gen.bushes,Krūmai
tr.gen.bushes.tip,Generuoti krūmus. Perrašys esamus. Neveiks miesto trasose.
tr.gen.rocks,Akmenys
tr.gen.rocks.tip,Generuoti akmenis. Perrašys visus esamus.
tr.gen.tires,Padangos
tr.gen.tires.tip,Generuoti padangas. Perrašys esamas.
tr.gen.cones,Kūgiai
tr.gen.cones.tip,Generuoti kūgius. Perrašys esamus.
tr.gen.walls,Sienos
tr.gen.walls.tip,Generuoti sienas. Perrašys esamus.
tr.gen.lamps,Gatvės Žibintai
tr.gen.lamps.tip,Generuoti gatvių žibintus. Perrašys esamus.
tr.gen.buildings,Pastatai
tr.gen.buildings.tip,Generuoti pastatus. Perrašys esamus.
tr.gen.puddles,Balos
tr.gen.puddles.tip,Generuoti balas. Perrašys esamas.
tr.gen.ramps,Rampos
tr.gen.ramps.tip,Generuoti rampas. Perrašys esamas.

tr.ground_type,Žemės Tipas
tr.ground_type.grass,Žolė
tr.ground_type.tarmac,Asfaltas
tr.ground_type.dirt,Purvas
tr.ground_type.sand,Smėlis
tr.ground_type.snow,Sniegas

tr.ground_detail,Žemės Detalės
tr.ground_detail.none,Šalinti
tr.ground_detail.none.tip,Pašalins detalių sluoksnį
tr.ground_detail.shared_tip,Pridės detalių sluoksnį. Paspausk kelis kartus kad pakaitalioti sluoksnio savybes.

tr.track_type,Trasos Tipas
tr.track_type.asphalt,Asfaltas
tr.track_type.gravel,Žvyras
tr.track_type.snow,Sniegas

tr.ed_track,Redaguoti Trasą
tr.ed_track.add,Pridėti
tr.ed_track.add.tip,Spausk ant žemės kad pridėti naują trasos segmentą. Jei trasa žiedinė, pradžia ir pabaiga bus laikinai nesujungtos.
tr.ed_track.split,Įterpti
tr.ed_track.split.tip,Paspausk ant žemės netoli trasos kad įterpti naują tašką
tr.ed_track.edit,Redaguoti
tr.ed_track.edit.tip,Tampyk už rankenėlių kad pakeistum trasos vingiuotumą
tr.ed_track.delete,Trinti
tr.ed_track.delete.tip,Paspausk ant taško kad jį ištrintum
tr.ed_track.open_close,Atvira / Uždara
tr.ed_track.open_close.tip,Paspausk kad perjungti uždarumą
tr.ed_track.auto_smooth,Auto Gludinimas
tr.ed_track.auto_smooth.tip,Padarys trasą glotnesne
tr.ed_track.randomize,Randimizuoti
tr.ed_track.randomize.tip,Atsitiktinai paredaguos vingiuotumą
tr.ed_track.sharpen,Aštrinti
tr.ed_track.sharpen.tip,Paaštrins trasų vingius (gali trukti ilgokai didesnėse trasose)
tr.ed_track.wider,Platinti
tr.ed_track.wider.tip,Paplatins kelią
tr.ed_track.narrower,Siaurinti
tr.ed_track.narrower.tip,Pasiaurins kelią
tr.ed_track.grow,Auginti
tr.ed_track.grow.tip,Padidins viską
tr.ed_track.shrink,Mažinti
tr.ed_track.shrink.tip,Sumažins viską
tr.ed_track.move_start,Perkelti Pradžią
tr.ed_track.move_start.tip,Perkels pradžios tašką į kitą vietą (tik žiedinėse trasose)
tr.ed_track.recenter,Centruoti
tr.ed_track.recenter.tip,Sucentruos trasą ir visus objektus
tr.ed_track.rotate,Sukti
tr.ed_track.rotate.tip,Pasuks trasą 45 laipsnių kampu pagal laikrodžio rodyklę

tr.add_obj,Pridėti Objektus
tr.add_obj.group,Objektų Grupė
tr.add_obj.group.tip,Pridės objektų grupę. Spausk kelis kartus kad randomizuoti.
tr.add_obj.forest,Miškas
tr.add_obj.forest.tip,Miško apskritime prisigeneruos medžių
tr.add_obj.flowers,Gėlės
tr.add_obj.flowers.tip,Gėlių apskritime prisigeneruos gėlių
tr.add_obj.crowd,Minia
tr.add_obj.crowd.tip,Minios apskritime prisigeneruos pėsčiųjų, ir kartais lauko tualetas arba sniego senis
tr.add_obj.cone,Kūgis
tr.add_obj.cone.tip,Laikyk mygtuką ir tempk kad pridėti eilę
tr.add_obj.tire,Padanga
tr.add_obj.tire.tip,Laikyk mygtuką ir tempk kad pridėti eilę
tr.add_obj.porta_potty,Lauko Tualetas
tr.add_obj.porta_potty.tip,Apvertus lauko tualetą gausi Nitro
td.add_obj.barrel,Bačka
td.add_obj.barrel.tip,Bačka gali sprogti jei į ją įvažiuosi didesniu greičiu
tr.add_obj.snowman,Sniego Senis
tr.add_obj.snowman.tip,Sunaikinant sniego senį gaunama šiek tiek Nitro
tr.add_obj.street_lamp,Gatvės Žibintas
tr.add_obj.junk_car,Laužyno Mašina
tr.add_obj.hot_dog_truck,Hot Dogų Sunkvežimis
tr.add_obj.hot_dog_cart,Hot Dogų Vagonėlis
tr.add_obj.bench,Suolas
tr.add_obj.water_puddle,Vandens Bala
tr.add_obj.water_puddle.tip,Truputį slidi
tr.add_obj.water_pond,Vandens Telkinukas
tr.add_obj.water_pond.tip,Truputį slidus
tr.add_obj.ice_patch,Ledo Lopas
tr.add_obj.ice_patch.tip,Gana slidus
tr.add_obj.oil_spill,Alyvos Bala
tr.add_obj.oil_spill.tip,Labai slidi
tr.add_obj.ramp,Rampa
tr.add_obj.ramp.tip,Rampa, per kurią gali šokinėti mašinos. Šiek tiek pagreitina.
tr.add_obj.power_ramp,Galios Rampa
tr.add_obj.power_ramp.tip,Galios rampa stipriai pagreitins per ją šokančias mašinas
tr.add_obj.crop_field,Bulvių Laukas
tr.add_obj.rock,Akmuo
tr.add_obj.desert_rock,Dykumos Akmuo
tr.add_obj.wall,Siena
tr.add_obj.pipe,Vamzdis
tr.add_obj.solar_panels,Saulės Baterija
tr.add_obj.silo,Silusas
# Thing for retrieving water from the ground
tr.add_obj.well,Šulinys
tr.add_obj.old_hut,Sena Troba
tr.add_obj.vault,Saugykla
tr.add_obj.house,Namas
tr.add_obj.building,Pastatas
tr.add_obj.grass_square,Skveras
tr.add_obj.grass_square.tip,Medžių ir gėlių sodinimui miesto trasose
tr.add_obj.bush,Krūmas
tr.add_obj.bush.tip,Sunaikinamas dekoratyvinis krūmas
tr.add_obj.green_tree,Žalias Medis
tr.add_obj.branch_tree,Šakotas Medis
tr.add_obj.snow_tree,Apsnigtas Medis
tr.add_obj.flowers_single,Gėlynas

tr.ed_obj,Redaguoti Objektus
tr.ed_obj.move,Stumdyti
tr.ed_obj.move.tip,Spausk ant objekto ir tempk kad pastumti
tr.ed_obj.rotate,Sukti
tr.ed_obj.rotate.tip,Spausk ant objekt ir tempk kad pasukti. Laikyk Shift didesniam tikslumui.
tr.ed_obj.delete,Trinti
tr.ed_obj.delete.tip,Spausk ant objekto, kad jį ištrinti
tr.ed_obj.clear_all,Trinti Visus
tr.ed_obj.clear_all.tip,Ištrins visus trasoje esančius objektus
tr.ed_obj.clear_groups,Trinti Grupes
tr.ed_obj.clear_groups.tip,Ištrins visas rankom sukurtas objektų grupes
tr.ed_obj.clear_crowd,Trinti Minią
tr.ed_obj.clear_crowd.tip,Ištrins visas minias
tr.ed_obj.clear_forests,Trinti Miškus
tr.ed_obj.clear_forests.tip,Ištrins miškus. Miesto trasose taip pat ištrins žaliuosius skverus! Netrins pavienių medžių.
tr.ed_obj.clear_flowers,Trinti Gėles
tr.ed_obj.clear_flowers.tip,Ištrins visas gėles. Nedarys nieko miesto trasose. Netrins pavienių gėlynų.
tr.ed_obj.clear_bushes,Trinti Krūmus
tr.ed_obj.clear_bushes.tip,Ištrins visus krūmus. Nieko nedarys miesto trasose.
tr.ed_obj.clear_rocks,Trinti Akmenis
tr.ed_obj.clear_rocks.tip,Ištrins visus akmenis
tr.ed_obj.clear_tires,Trinti Padangas
tr.ed_obj.clear_tires.tip,Ištrins visas padangas
tr.ed_obj.clear_cones,Trinti Kūgius
tr.ed_obj.clear_cones.tip,Ištrins visus kūgius
tr.ed_obj.clear_walls,Trinti Sienas
tr.ed_obj.clear_walls.tip,Ištrins visas sienas
tr.ed_obj.clear_lamps,Trinti Žibintus
tr.ed_obj.clear_lamps.tip,Ištrins visus gatvių žibintus
tr.ed_obj.clear_buildings,Trinti Pastatus
tr.ed_obj.clear_buildings.tip,Ištrins visus namus ir kitus pastatus
tr.ed_obj.clear_puddles,Trinti Balas
tr.ed_obj.clear_puddles.tip,Ištrins visas balas, ledo lopus ir alyvas
tr.ed_obj.clear_ramps,Trinti Rampas
tr.ed_obj.clear_ramps.tip,Ištrins visas rampas

tr.test_drive,Važiuoti
tr.test_drive_ai,Važiuoti su AI
tr.help,Pagalba

# Car Editor

ced.select_base_car,Pasirink Bazinę Mašiną
ced.select_car,Pasirink Mašiną

ced.new_car,Nauja Mašina
ced.open_car,Atidaryti
ced.download_cars,Atsisiųsti Mašinų
ced.exit,Išeiti
ced.save_car,Išsaugoti
ced.delete_car,Trinti
ced.parameters,Parametrai
ced.edit_sprites,Redaguoti Spraitus
ced.description,Aprašymas
ced.part_positions,Dalių Padėtys
ced.sounds,Garsai
ced.modding_guide,Modinimo Gidas
ced.share,Dalintis
ced.reload_sprites,Perkrauti Spraitus
ced.close,Uždaryti
ced.test_drive,Išbandyti
ced.end_test_drive,Baigti Bandymą

ced.speed_idx,Greičio Indeksas
ced.price,Kaina
ced.price.tip,Kaina suskaičiuojama automatiškai pagal Greičio Indeksą
ced.req_level,Reikalingas Lygis
ced.req_level.tip,Reikalingas Lygis suskaičiuojamas automatiškai pagal Greičio Indeksą
ced.label.general,Pagrindiniai
ced.max_speed_kmh,Maksimalus Greitis (kmh)
ced.max_speed_kmh.tip,Reikalingas greičių dėžės darbui. Išbandyk važiavimą tiesiąja kad sužinoti, koks tikras maksimalus greitis.
ced.mass_kg,Mašinos Masė (kg)
ced.mass_kg.tip,Lengva mašina + daug galios = beprotybė. Atrask pusiausvyrą.
ced.max_health,Atsparumas
ced.label.engine,Variklis
ced.engine_power,Variklio Galia
ced.engine_power.tip,Proto ribos baigiasi ties 500 BHP. Jei leidžiama viršyti, nereiškia kad turėtum. Nepamiršk kartu paredaguoti Maksimalaus Greičio!
ced.label.handling,Valdymas
ced.steering_sensitivity,Vairo Jautrumas
ced.steering_sensitivity.tip,Koks aštrus ir jautrus vairavimas. Taip pat priklauso nuo masės.
ced.label.grip,Sukibimas
ced.drift_factor,Drifto Faktorius Esant Sukibimui
ced.drift_factor.tip,Kaip lengvai mašina nueina į driftą, kai ji turi sukibimą. Rekomenduojama reikšmė tarp 0.8 ir 0.9.
ced.slip_factor,Drifto Faktorius Nesant Sukibimui
ced.slip_factor.tip,Kaip lengvai mašina lieka drifte kai nėra sukibimo. Rekomenduojama reikšmė tarp 0.95 ir 0.9999.
ced.max_sticky_vel,Šoninio Sukibimo Maksimalus Greitis
ced.max_sticky_vel.tip,Kaip greitai mašina gali važiuoti į posūkį neprarasdama sukibimo. Rekomenduojama reikšmė tarp 1 ir 1.5.
ced.label.gearbox,Pavarų Dėžė
ced.max_rpm,Maksimalios Apsukos
ced.max_rpm.tip,Tai neįtakos variklio garso tiesiogiai! Vėliau pasirink atitinkamą garso tipą atskirai.
ced.idle_rpm,Laivos Apsukos
ced.shift_time,Bėgių Jungimo Trukmė
ced.shift_time.tip,Kiek užtrunka kad perjungti bėgius

ced.label.sounds,Garsai
ced.sound.engine,Variklis
ced.sound.muffler,Duslintuvas
ced.sound.turbo,Turbina
ced.sound.turbo.tip,Turbinos garsas girdėsis tik patobulintoje mašinoje
ced.sound.charger,Superčardžeris
ced.sound.charger.tip,Superčardžeris girdėsis tik patobulintoje mašinoje

ced.label.model,Pavadinimas
ced.model_name,Modelio Pavadinimas
ced.label.description,Aprašymas
ced.car_description_placeholder,Kai kas ypatingo apie tavo automobilį

ced.label.lights,Šviesos
ced.front_lights_width,Priekinių Žibintų Plotis
ced.front_lights_pos,Priekinių Žibintų Padėtis
ced.rear_lights_width,Galinių Žibintų Plotis
ced.rear_lights_pos,Galinių Žibintų Padėtis

ced.label.wheels,Ratai
ced.front_axle_width,Priekinės Ašies Plotis
ced.front_axle_pos,Priekinės Ašies Padėtis
ced.rear_axle_width,Galinės Ašies Plotis
ced.rear_axle_pos,Galinės Ašies Padėtis

ced.label.interior,Interjeras
ced.interior_off_x,Interjero Pozicija X
ced.interior_off_y,Interjero Pozicija Y

ced.label.collider,Kolaideris
ced.collider_width,Kolaiderio Plotis
ced.collider_height,Kolaiderio Aukštis
ced.center_of_mass,Svorio Centras
ced.center_of_mass.tip,Paveiks vairavimą ir elgesį posūkiuose bei drifto metu

ced.label.exhausts,Duslintuvai
ced.exhaust_count,Duslintuvų Skaičius
ced.exhaust_width,Duslintuvų Plotis
ced.exhaust_pos,Duslintuvų Padėtis

################################################################################

# Cutscenes

### Lore Cutscene ### <-- please get this one very well, it's something people usually see within first 2 minutes of the game

# In here {0} is the number of years and {1} is a date
cut.lore.1,Labas! Tu kartais ne tas garsus lenktyninkas, kurias pakliuvo į rimtą avariją prieš {0} metų? Žinau kad lyg buvai šaldytuve nuo {1}, tai leisk man tau papasakoti, kaip čia kas.
# {0} is a date
cut.lore.2,Buvo čia tokia labai sėkminga technologijų kompanija, tu ją turėtum žinoti, bet aš jau nebepamenu kaip ji tuomet vadinosi. Ji išnaikino savo konkurentus ir užkariavo visuotinę ekonimiką dar {0}.
# SOFACT acronym should remain if possible, or has to be changed and used consistently
cut.lore.3,Bet vietoje to, kad gilintųsi į mokslo atradimus, kompanija smaugė save vis sudėtingesnėmis vidinėmis taisyklėmis. Vienu metu ji persivadino į "Social Frontier of Activism", arba SOFACT.
cut.lore.4,Bet galiausiai žmonių prigimtis nugalėjo. Įvyko netikėtas sukilimas ir aktyvistai buvo išnaikinti, o SOFACT nors ir tebeatrodė draugiška kompanija, tapo pavaldi seno kirpimo banditams.
# Please do not translate "Bloody Rally Show", or included it into parentheses next to translation. Example: "Kruvinojo Ralio Šou" (Bloody Rally Show)
cut.lore.5,Naujoji valdžia susikoncentravo ant pelno. Kad didinti reklamų pajamas, jie vis daugiau investavo į pramogas, o "Kruvinojo Ralio Šou" (Bloody Rally Show) yra šių laikų mėgstamiausia žmonių pramoga.
cut.lore.6,"Kruvinojo Ralio Šou" laidoje jie mėgina atkurti ralio aukso amžiaus lenktynes, naudodami senas 1980-ųjų technologijas, iš liūdnai pagarsėjusios B Grupės. Nelaimingų atsitikimų skaičius yra milžiniškas, bet socialinės medijos influenceriai vis tiek bando pagauti karštus veiksmo kadrus iš arti.
cut.lore.7,Žmogau, neprarask savo mašinos, kitaip teks prisijungti prie minios. Na ką, sėkmės, laikykis! Tiesa, pamiršau paklausti tavo vardo.

### Season Intro ### <-- please get this one very well too, it's part 2 of the main introduction

cut.intro.1,Ei, naujoke, tu vėluoji! Aš esu Kruvinojo Ralio Šou direktorius. Noriu tave su kai kuo supažindinti.
# {0} will be a random insult word
cut.intro.2,Štai kur tu, {0}. Mes tave čia atvilkom, nes kai kas sako, kad gerai vairuoji tuos senoviškus lenktyninius automobilius. Mes norim gero šou!
cut.intro.2_2,Tiesa, kartkartėmis paprašysim tavęs padaryti mums šiokių tokių paslaugų. Nieko sudėtingo, nepergyvenk!
cut.intro.3,Minutėlę. Kodėl turėčiau visa tai daryti?
# {0} will be an insult, ${1} - sum of money, like $500000
cut.intro.4,Nes tu mums skolingas už šaldymo paslaugas, {0}! Sumokėk ${1} bet kurio sezono pabaigoje, ir galėsi daryti ką tik norėsi. Bet iki tol tavo subinė priklauso SOFACT.
cut.intro.5,Panašu kad neturiu pasirinkimo... Kaip man pradėti?
cut.intro.6,Sek paskui mane, naujoke, aš tau viską parodysiu. Pirma susipažinkime su kitais lenktynininkais.
# {0} will be a plural insult (addressing all racers)
cut.intro.7,Ką, {0}, norit dar? Aš sužavėtas!
cut.intro.8,Žinai, jaučiu, kad turiu čia dar šiek tiek veiklos
cut.intro.9,Džiaugiuosi, kad grįžot! Sekit paskui mane, čia reikia pasirašyti dar porą sutartėlių.

### Racer died cutscene

# {0} will be racer's name, {1} will be a "he" or "she"
cut.died.1,{0} neišgyveno. Bet {1} visuomet liks mūsų lyderborduose.
cut.died.2,*Nuspaudžia F klaviatūroje*
# {0} will be a plural insult, like "clowns"
cut.died.3,Baikit maigyt mano klaviatūrą, {0}!

### Mission cutscene (shared) <-- important to get right too, will be shared across dozen of missions!

cut.racer.mid_comment.1,Jėzau Marija!
# {0} will be a curse word
cut.racer.mid_comment.2,{0}, ir vėl.
# {0} will be a curse word
cut.racer.mid_comment.3,Tikiuosi šitas {0} uždirbs man daug pinigų.
# {0} will be a curse adjective (like "friggin")
cut.racer.mid_comment.4,Taip, aišku. Dabar pakalbėkim apie {0} babkes.
# {0} will be a curse word (crap)
cut.racer.mid_comment.5,{0}, štai ir vėl iš naujo.

# {0} will be some name or title
cut.racer2gov.greet.1,{0}, girdėjau manęs ieškojote.
cut.racer2gov.greet.2,{0}, ar turite minutę?
cut.racer2gov.greet.3,Ei, {0}, ar galėčiau kai ko paprašyti?
cut.racer2gov.greet.4,*Tuk tuk*
cut.racer2gov.greet.5,{0}, jau kurį laiką norėjau šio to paprašyti.
cut.racer2gov.greet.6,Ar galima užeiti?
cut.racer2gov.greet.7,Ei {0}, gal turite man papildomų užduotėlių? Šiek tiek pritrūkau pinigų.

# {0} will be a name or a title
cut.racer2racer.greet.1,Ei {0}! Kaip laikaisi?
cut.racer2racer.greet.2,{0}! Kaip tik tavęs ieškojau!
cut.racer2racer.greet.3,Labas, kolega lenktynininke!
cut.racer2racer.greet.4,O labas {0}, kažkaip tavęs nepastebėjau.

cut.racer2racer.resp.1,Jou {0}, kaip kabo tavoji turbina?
cut.racer2racer.resp.2,Taip, leisk atspėsiu, atėjai kažko paprašyti?
# {0} will be a curse adjective (friggin face)
cut.racer2racer.resp.3,Ir vėl tu, man nepatinka tavo {0} veidas, lenktynininke.
cut.racer2racer.resp.4,O ne, tai tikrai buvau ne aš! Kažkas kitas šianakt pradūrė tavo padangas!
# {0} will be an insult (like clown)
cut.racer2racer.resp.5,Ko nori, {0}?

cut.gov2racer.greet_resp.1,{0}, taip, prašau užeik!
cut.gov2racer.greet_resp.2,{0}, aš tavęs laukiau.
cut.gov2racer.greet_resp.3,Prisėsk ir klausykis atidžiai.
# {0} Curse adjective - friggin cash
cut.gov2racer.greet_resp.4,Matau norėtum užsikalti papildomų {0} babkių, ar ne?
# {0} Curse adjective - friggin cash
cut.gov2racer.greet_resp.5,Leisk atspėsiu, norėtum užsikalti daugiau {0} babkių, taip?

# {0} - insult singular
cut.call.1,Ei, tu! {0}! Ateini čia.
# {0} - insult singular
cut.call.2,Ei! {0}!
# {0} - name or title
cut.call.3,{0}. Aš tavęs čia visur ieškojau!
cut.call.4,{0}, palauk truputį, kur tu taip skubi?
cut.call.5,Na ką, susitikome vėl.
# {0} - insult singular
cut.call.6,O, čia juk tas {0} kurio ieškojau
# {0} - racer name
cut.call.7,Senokai nesimatėm, {0}.
cut.call.8,Laba diena, {0}.
cut.call.9,Sveikas, {0}.
# {0} - insult singular
cut.call.10,Ir vėl tu, {0}, ko norėjai? Bet jei jau tu čia, turiu tau šį bei tą.

cut.call.resp.1,Ko iš manęs nori?
cut.call.resp.2,...
# {0} - curse adjective (friggin point)
cut.call.resp.3,Taip, taip, eik prie {0} reikalo.
# {0} - name or title
cut.call.resp.4,O, kaip malonu jus matyti, {0}.
cut.call.resp.5,Laba diena, {0}.
cut.call.resp.6,Man čia pastaruoju metu vis trūko pinigėlių, gal galėčiau kažkaip užsidirbti?
cut.call.resp.7,Kiti vairuotojai prie manęs vis kabinėjasi, gal galėtumėte man kažkaip padėti?
cut.call.resp.8,Gal turite kokią akciją-atrakciją kurioje galėčiau sudalyvauti? Kas nors, kas pakeltų šou reitingus?

# {0} below is always government official name or title
cut.end.player2gov.1,Pažiūrėsiu, ką galiu padaryti.
cut.end.player2gov.2,Viską dėl jūsų padarysiu, mielas {0}.
cut.end.player2gov.3,Ar turiu pasirinkimą?
cut.end.player2gov.4,Ir vėl...
cut.end.player2gov.5,Ar tai kada nors baigsis?
cut.end.player2gov.6,Taip, taip, supratau.
cut.end.player2gov.7,Viskas gerai.
cut.end.player2gov.8,Taip, aha, man dzin.
cut.end.player2gov.9,Gerai, pabandysiu.
cut.end.player2gov.10,Aš noriu namo.
cut.end.player2gov.11,Iki, {0}.
cut.end.player2gov.12,Ačiū labai už galimybę!

cut.end.player2racer.1,Žinoma, žmogau, bus smagu.
# {0} - name or title
cut.end.player2racer.2,Bet ka dėl tavęs padaryčiau, mielas {0}.
# {0} - insult singular (i.e. clown)
cut.end.player2racer.3,Manai nesugebėsiu? {0}!
cut.end.player2racer.4,Taip, pagaliau kaž kas verto dėmesio.
cut.end.player2racer.5,O, su malonumu!
cut.end.player2racer.6,Aš pagalvosiu.
# {0} - racer name, {1} - curse word (i.e. crap)
cut.end.player2racer.7,Nepatinki tu man, {0}, na bet {1}, kodėl ne.
cut.end.player2racer.8,Taip, man dzin.
# {0} - singular insult
cut.end.player2racer.9,Man neįdomu, tu {0}.

cut.end.racer2player.1,Taika, išeinu.
cut.end.racer2player.2,Gerai, greit pasimatysim.
cut.end.racer2player.3,Aš tave stebėsiu.
cut.end.racer2player.4,Saugok savo užnugarį.
# {0} will be an noun insult (clown)
cut.end.racer2player.5,Nu {0}, varom, laikas tau pavalgyt mano dulkių.
cut.end.racer2player.6,Varom į kelią.
cut.end.racer2player.7,Mažiau kalbų, daugiau darbų.
cut.end.racer2player.8,Ate.
cut.end.racer2player.9,Man dzin.
# {0} will be an noun insult (clown)
cut.end.racer2player.10,Man dzin, tu vis tiek {0}.

# {0} - curse adjective (goddamn security)
cut.end.gov.1,Dabar nešdinkis, arba iškviesiu apsaugą.
# {0} - insult singular (clown)
cut.end.gov.2,Valink iš čia, {0}.

cut.end.gov.3,Prašau, dink, ir negrįžk kol to nepadarysi.
# {0} - insult singular (clown)
cut.end.gov.4,Viso gero, {0}.
cut.end.gov.5,Iki susitikimo.

cut.req.drift.1,Vos nepamiršau. Turėsi tai padaryti skersas kad užsiskaitytų!
cut.req.drift.2,Ai, dar, padaryk tai drifto metu. Žiūrovai tą labai mėgsta.
cut.req.drift.3,Ir geriau būk skersas kai tą darysi.
cut.req.drift.4,Palauk, pamiršau pasakyt. Turi tai atlikti driftindamas, žiūrovai tą dievina.
cut.req.drift.5,Man sakė kad tu kietas, tai įrodyk, padaryk tai driftindamas.

cut.resp.drift.1,Ir vėl. Taip neįmanoma laimėti!
