######################################
# Bloody Rally Show translations file 
# Locale: English
# Author: Tomas Varaneckas
# Contact: tomas@kodolinija.com
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicholas Merryland 
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Brace Stone
tr.ground_type,Ground Type
tr.ground_type.grass,Grass
tr.ground_type.tarmac,Tarmac
tr.ground_type.dirt,Dirt
tr.ground_type.sand,Sand
tr.ground_type.snow,Snow

tr.ground_detail,Ground Detail
tr.ground_detail.none,None
tr.ground_detail.none.tip,Will remove ground detail layer
tr.ground_detail.shared_tip,Will add ground detail. Click multiple times for different blending patterns.

tr.track_type,Track Type
tr.track_type.asphalt,Asphalt
tr.track_type.gravel,Gravel
tr.track_type.snow,Snow

tr.ed_track,Edit Track
tr.ed_track.add,Add
tr.ed_track.add.tip,Click on the ground to add new track segment to the end of the track. If track is looped, start and finish will be temporarily disconnected.
tr.ed_track.split,Split
tr.ed_track.split.tip,Click on the ground near the track to split it into more segments
tr.ed_track.edit,Edit
tr.ed_track.edit.tip,Click and drag the handles to modify track path curve
tr.ed_track.delete,Delete
tr.ed_track.delete.tip,Click on the handle to delete a track path node
tr.ed_track.open_close,Open / Close
tr.ed_track.open_close.tip,Click to toggle track loop
tr.ed_track.auto_smooth,Auto Smooth
tr.ed_track.auto_smooth.tip,Will smooth out the track curve
tr.ed_track.randomize,Randomize
tr.ed_track.randomize.tip,Will add random curvature to current track path
tr.ed_track.sharpen,Sharpen
tr.ed_track.sharpen.tip,Will sharpen some angles (can take a few seconds for bigger tracks)
tr.ed_track.wider,Wider
tr.ed_track.wider.tip,Will make the track wider
tr.ed_track.narrower,Narrower
tr.ed_track.narrower.tip,Will make the track narrower
tr.ed_track.grow,Grow
tr.ed_track.grow.tip,Will increase track scale
tr.ed_track.shrink,Shrink
tr.ed_track.shrink.tip,Will decrease track scale
tr.ed_track.move_start,Move Start
tr.ed_track.move_start.tip,Will move start position to next control point (for closed tracks only)
tr.ed_track.recenter,Recenter
tr.ed_track.recenter.tip,Will recenter track and all objects
tr.ed_track.rotate,Rotate
tr.ed_track.rotate.tip,Will rotate track and all objects 45 degrees clockwise

tr.add_obj,Add Objects
tr.add_obj.group,Object Group
tr.add_obj.group.tip,Will add an object group. Click again to randomize.
tr.add_obj.forest,Forest
tr.add_obj.forest.tip,Will spawn a bunch of random trees
tr.add_obj.flowers,Flowers
tr.add_obj.flowers.tip,Will spawn a bunch of random flowers
tr.add_obj.crowd,Crowd
tr.add_obj.crowd.tip,Crowd circle will spawn pedestrians, and may spawn a Porta Potty or Snowman
tr.add_obj.cone,Cone
tr.add_obj.cone.tip,Hold a button and drag to place a row
tr.add_obj.tire,Tire
tr.add_obj.tire.tip,Hold a button and drag to place a row
tr.add_obj.porta_potty,Porta Potty
tr.add_obj.porta_potty.tip,Tipping a Porta Potty over gives some Nitro
tr.add_obj.barrel,Barrel
tr.add_obj.barrel.tip,Barrels have a chance to explode when hit at higher speeds
tr.add_obj.snowman,Snowman
tr.add_obj.snowman.tip,Destroying a Snowman gives some Nitro
tr.add_obj.street_lamp,Street Lamp
tr.add_obj.junk_car,Junk Car
tr.add_obj.hot_dog_truck,Hot Dog Truck
tr.add_obj.hot_dog_cart,Hot Dog Cart
tr.add_obj.bench,Bench
tr.add_obj.water_puddle,Water Puddle
tr.add_obj.water_puddle.tip,A little slippery
tr.add_obj.water_pond,Water Pond
tr.add_obj.water_pond.tip,A little slippery
tr.add_obj.ice_patch,Ice Patch
tr.add_obj.ice_patch.tip,Quite slippery
tr.add_obj.oil_spill,Oil Spill
tr.add_obj.oil_spill.tip,Very slippery
tr.add_obj.ramp,Ramp
tr.add_obj.ramp.tip,Ramp that cars can jump over. Gives a tiny bit of boost.
tr.add_obj.power_ramp,Power Ramp
tr.add_obj.power_ramp.tip,Powered ramp that gives extra speed boost before the jump
tr.add_obj.crop_field,Crop Field
tr.add_obj.rock,Rock
tr.add_obj.desert_rock,Desert Rock
tr.add_obj.wall,Wall
tr.add_obj.pipe,Pipe
tr.add_obj.solar_panels,Solar Panels
tr.add_obj.silo,Silo
# Thing for retrieving water from the ground
tr.add_obj.well,Well
tr.add_obj.old_hut,Old Hut
tr.add_obj.vault,Vault
tr.add_obj.house,House
tr.add_obj.building,Building
tr.add_obj.grass_square,Grass Square
tr.add_obj.grass_square.tip,For planting trees and flowers on top of tarmac
tr.add_obj.bush,Bush
tr.add_obj.bush.tip,Destroyable decorative bush
tr.add_obj.green_tree,Green Tree
tr.add_obj.branch_tree,Branch Tree
tr.add_obj.snow_tree,Snow Tree
tr.add_obj.flowers_single,Flowers

tr.ed_obj,Edit Objects
tr.ed_obj.move,Move
tr.ed_obj.move.tip,Click and drag an object to move it
tr.ed_obj.rotate,Rotate
tr.ed_obj.rotate.tip,Click and drag an object to rotate it. Hold Shift for more precision.
tr.ed_obj.delete,Delete
tr.ed_obj.delete.tip,Click on an object to delete it
tr.ed_obj.clear_all,Clear All
tr.ed_obj.clear_all.tip,Delete all objects in the track
tr.ed_obj.clear_groups,Clear Groups
tr.ed_obj.clear_groups.tip,Clear handmade object groups
tr.ed_obj.clear_crowd,Clear Crowd
tr.ed_obj.clear_crowd.tip,Clear all crowds
tr.ed_obj.clear_forests,Clear Forests
tr.ed_obj.clear_forests.tip,Clear all forests. If used in City tracks, will remove all green squares! Will not remove individually placed trees.
tr.ed_obj.clear_flowers,Clear Flowers
tr.ed_obj.clear_flowers.tip,Clear all flowers. Will do nothing in City tracks. Will not clear individually placed flowers.
tr.ed_obj.clear_bushes,Clear Bushes
tr.ed_obj.clear_bushes.tip,Clear all bushes. Will do nothing in City tracks.
tr.ed_obj.clear_rocks,Clear Rocks
tr.ed_obj.clear_rocks.tip,Clear all rocks
tr.ed_obj.clear_tires,Clear Tires
tr.ed_obj.clear_tires.tip,Clear all tires
tr.ed_obj.clear_cones,Clear Cones
tr.ed_obj.clear_cones.tip,Clear all cones
tr.ed_obj.clear_walls,Clear Walls
tr.ed_obj.clear_walls.tip,Clear all walls
tr.ed_obj.clear_lamps,Clear Lamps
tr.ed_obj.clear_lamps.tip,Clear all street lamps
tr.ed_obj.clear_buildings,Clear Buildings
tr.ed_obj.clear_buildings.tip,Clear all houses and buildings
tr.ed_obj.clear_puddles,Clear Puddles
tr.ed_obj.clear_puddles.tip,Clear all puddles, ice patches and oil spills
tr.ed_obj.clear_ramps,Clear Ramps
tr.ed_obj.clear_ramps.tip,Clear all ramps

tr.test_drive,Drive
tr.test_drive_ai,AI Drive
tr.help,Help

# Car Editor

ced.select_base_car,Select Base Car
ced.select_car,Select Car

ced.new_car,New Car
ced.open_car,Open Car
ced.download_cars,Download Cars
ced.exit,Exit
ced.save_car,Save Car
ced.delete_car,Delete
ced.parameters,Parameters
ced.edit_sprites,Edit Sprites
ced.description,Description
ced.part_positions,Part Positions
ced.sounds,Sounds
ced.modding_guide,Modding Guide
ced.share,Share
ced.reload_sprites,Reload Sprites
ced.close,Close
ced.test_drive,Test Drive
ced.end_test_drive,End Test Drive

ced.speed_idx,Speed Index
ced.price,Price
ced.price.tip,Price is auto-calculated from Speed Index
ced.req_level,Required Level
ced.req_level.tip,Required Level is auto-calculated from Speed Index
ced.label.general,General
ced.max_speed_kmh,Max Speed (kmh)
ced.max_speed_kmh.tip,Required for gearbox to work properly. Test drive the car in a long straight to find out the max speed.
ced.mass_kg,Car Mass (kg)
ced.mass_kg.tip,Light car + high engine power = insanity. Find the right balance.
ced.max_health,Max Health
ced.label.engine,Engine
ced.engine_power,Engine Power
ced.engine_power.tip,Sanity ends at around 500 BHP. If you can exceed it, it doesn't mean you should. Adjust Max Speed after editing this!
ced.label.handling,Handling
ced.steering_sensitivity,Steering Sensitivity
ced.steering_sensitivity.tip,How sharp and sensitive the steering is. It also depends on mass.
ced.label.grip,Grip
ced.drift_factor,Drift Factor With Traction
ced.drift_factor.tip,How easily car gets into a drift when it has traction. Recommended value is between 0.8 and 0.9.
ced.slip_factor,Drift Factor Without Traction
ced.slip_factor.tip,How easily car remains in drift when there is no traction. Recommended value is between 0.95 and 0.9999
ced.max_sticky_vel,Sideways Traction Max Velocity
ced.max_sticky_vel.tip,How fast car can go into a corner without getting into a drift. Recommended value is between 1 and 1.5.
ced.label.gearbox,Gearbox
ced.max_rpm,Max RPM
ced.max_rpm.tip,This will not affect engine sound directly! Select appropriate engine sound.
ced.idle_rpm,Idle RPM
ced.shift_time,Shift Time
ced.shift_time.tip,How long does it take for gears to shift

ced.label.sounds,Sounds
ced.sound.engine,Engine
ced.sound.muffler,Muffler
ced.sound.turbo,Turbo
ced.sound.turbo.tip,Turbo sound will only be heard when driving with upgraded car
ced.sound.charger,Supercharger
ced.sound.charger.tip,Supercharger will only be heard when driving with upgraded car

ced.label.model,Model Name
ced.model_name,Car Model Name
ced.label.description,Description
ced.car_description_placeholder,Something special to say about your new creation

ced.label.lights,Lights
ced.front_lights_width,Front Lights Width
ced.front_lights_pos,Front Lights Position
ced.rear_lights_width,Rear Lights Width
ced.rear_lights_pos,Rear Lights Position

ced.label.wheels,Wheels
ced.front_axle_width,Front Axle Width
ced.front_axle_pos,Front Axle Position
ced.rear_axle_width,Rear Axle Width
ced.rear_axle_pos,Rear Axle Position

ced.label.interior,Interior
ced.interior_off_x,Interior Offset X
ced.interior_off_y,Interior Offset Y

ced.label.collider,Collider
ced.collider_width,Collider Width
ced.collider_height,Collider Height
ced.center_of_mass,Center of Mass
ced.center_of_mass.tip,Affects turning and behavior in corners / drift

ced.label.exhausts,Exhausts
ced.exhaust_count,Exhaust Count
ced.exhaust_width,Exhaust Width
ced.exhaust_pos,Exhaust Position

################################################################################

# Cutscenes

### Lore Cutscene ### <-- please get this one very well, it's something people usually see within first 2 minutes of the game

# In here {0} is the number of years and {1} is a date
cut.lore.1,Hey! Aren't you that famous racer who got into a major accident {0} years ago? I know you've been in cryo-sleep since {1}, so let me bring you up to speed.
# {0} is a date
cut.lore.2,There was this highly successful technology corporation, one you should know about, I just can’t remember its original name right now. It eliminated its competition and took control of the global economy back in {0}.
# You should probably keep "Social Frontier of Activism" and SOFACT unchanged in your translation, for authenticity (company was not local after all)
cut.lore.3,Instead of seeking scientific discoveries, the corporation had been strangling itself with increasingly complex internal policies. At some point they renamed it to "Social Frontier of Activism", or SOFACT.
cut.lore.4,But eventually human nature took over. Activists were eliminated by force during an unexpected hostile takeover, and SOFACT, while still appearing as a friendly organization, now belongs to old school knuckleheaded thugs.
# Please do not translate "Bloody Rally Show", or included it into parentheses next to translation. Example: "Kruvinojo Ralio Šou" (Bloody Rally Show)
cut.lore.5,New leaders focused on profits. They kept investing into entertainment to maximize ad revenue, and "Bloody Rally Show" happens to be the entertainment of choice for most people these days.
cut.lore.6,In Bloody Rally Show they are trying to recreate the golden age of rallying by using technologies of 1980s, ones from the infamous Group B. The amount of accidents is sky high, but social media influencers keep trying to get those hot action close-up photos.
cut.lore.7,Don't lose your car my friend, or you may have to join the crowd. Now good luck, and godspeed! Oh, by the way, I didn't catch your name.

### Season Intro ### <-- please get this one very well too, it's part 2 of the main introduction

cut.intro.1,Hey, rookie, you're late! I am the director of Bloody Rally Show. There is someone else I'd like you to meet.
# {0} will be a random insult word
cut.intro.2,There you are, {0}. We brought you in since they say you know how to drive those old school race cars well. Now go make a good show!
cut.intro.2_2,Oh, and we will ask you to do us some favors from time to time. Nothing big, don't worry about it!
cut.intro.3,Wait a moment. Why do I have to do this for you?
# {0} will be an insult, ${1} - sum of money, like $500000
cut.intro.4,Because you owe us for the cryo-sleep, {0}! Repay ${1} at the end of any season and you're free to do anything you want. Until then your ass belongs to SOFACT.
cut.intro.5,Looks like I don't have much choice... When do I start?
cut.intro.6,Follow me rookie, I'll show you around. Let's meet the other racers first.
# {0} will be a plural insult (addressing all racers)
cut.intro.7,So, {0}, you're back for more? I'm impressed!
cut.intro.8,I still feel that there's something left for me to do, you know
cut.intro.9,Happy you're back! Now follow me, there are some papers you need to sign.

### Racer died cutscene

# {0} will be racer's name, {1} will be a "he" or "she"
cut.died.1,{0} didn't make it. But {1} will always remain in our leaderboards.
cut.died.2,*Presses F on the keyboard*
# {0} will be a plural insult, like "clowns"
cut.died.3,Stop messing with my keyboard you {0}!

### Mission cutscene (shared) <-- important to get right too, will be shared across dozen of missions!

cut.racer.mid_comment.1,Mother of God!
# {0} will be a curse word
cut.racer.mid_comment.2,{0}, not this again.
# {0} will be a curse word
cut.racer.mid_comment.3,I hope this {0} pays well.
# {0} will be a curse adjective (like "friggin")
cut.racer.mid_comment.4,Yeah, I got it. Now talk {0} cash.
# {0} will be a curse word (crap)
cut.racer.mid_comment.5,{0}, here we go again.

# {0} will be some name or title
cut.racer2gov.greet.1,{0}, I've heard you wanted to see me.
cut.racer2gov.greet.2,{0}, do you have a minute?
cut.racer2gov.greet.3,Hey, {0}, do you mind if I ask something of you?
cut.racer2gov.greet.4,*Knock knock*
cut.racer2gov.greet.5,{0}, I've been meaning to ask you something.
cut.racer2gov.greet.6,May I come in?
cut.racer2gov.greet.7,Hey {0}, do you have any extra work I could do for you? I'm a little short on cash.

# {0} will be a name or a title
cut.racer2racer.greet.1,Hey {0}! How are you doing?
cut.racer2racer.greet.2,{0}! Just the person I've been looking for!
cut.racer2racer.greet.3,Hey, fellow Racer!
cut.racer2racer.greet.4,Oh hi there {0}, I didn't notice you.

cut.racer2racer.resp.1,Hey {0}, how's your turbo hanging?
cut.racer2racer.resp.2,Right, let me guess, you want to ask me something?
# {0} will be a curse adjective (friggin face)
cut.racer2racer.resp.3,Not you again, I don't like your {0} face, racer.
cut.racer2racer.resp.4,Oh no, it was not me who punctured your tires last night!
# {0} will be an insult (like clown)
cut.racer2racer.resp.5,What do you want, {0}?

cut.gov2racer.greet_resp.1,{0}, yes, please come in!
cut.gov2racer.greet_resp.2,{0}, I've been expecting you.
cut.gov2racer.greet_resp.3,Please sit down and listen carefully.
# {0} Curse adjective - friggin cash
cut.gov2racer.greet_resp.4,You would like to earn some extra {0} cash, wouldn't you?
# {0} Curse adjective - friggin cash
cut.gov2racer.greet_resp.5,Let me guess, you would like to earn some extra {0} cash, wouldn't you?

# {0} - insult singular
cut.call.1,Hey, you! {0}! Come over here.
# {0} - insult singular
cut.call.2,Hey! {0}!
# {0} - name or title
cut.call.3,{0}. I've been looking for you!
cut.call.4,{0}, wait a moment, why are you in such a hurry?
cut.call.5,So, we meet again.
# {0} - insult singular
cut.call.6,Oh, just the {0} I've been looking for
# {0} - racer name
cut.call.7,It has been a while, {0}.
cut.call.8,Greetings, {0}.
cut.call.9,Welcome, {0}.
# {0} - insult singular
cut.call.10,Not you again, {0}, what do you want? But since you're here, I've got something for you.

cut.call.resp.1,What do you want?
cut.call.resp.2,...
# {0} - curse adjective (friggin point)
cut.call.resp.3,Yeah, yeah, cut to the {0} point.
# {0} - name or title
cut.call.resp.4,Oh, such a pleasure to see you, {0}.
cut.call.resp.5,Greetings, {0}.
cut.call.resp.6,I've been needing a bit more cash lately, do you have anything I could do?
cut.call.resp.7,Some of the drivers have been giving me a really rough time, think you could help me out?
cut.call.resp.8,Do you have any sort of special event I can enter, something to boost the show's ratings?

# {0} below is always government official name or title
cut.end.player2gov.1,I'll see what I can do.
cut.end.player2gov.2,Anything for you, dear {0}.
cut.end.player2gov.3,Do I have a choice?
cut.end.player2gov.4,Not again...
cut.end.player2gov.5,Will this ever end?
cut.end.player2gov.6,OK, OK, I got it.
cut.end.player2gov.7,This is fine.
cut.end.player2gov.8,Yes, sure, whatever.
cut.end.player2gov.9,Fine, I'll try.
cut.end.player2gov.10,I want to go home.
cut.end.player2gov.11,Bye, {0}.
cut.end.player2gov.12,Thank you so much for the opportunity!

cut.end.player2racer.1,Sure man, it will be fun.
# {0} - name or title
cut.end.player2racer.2,Anything for you, dear {0}.
# {0} - insult singular (i.e. clown)
cut.end.player2racer.3,It's on, {0}!
cut.end.player2racer.4,Yes, finally something worthwhile.
cut.end.player2racer.5,Oh, with pleasure!
cut.end.player2racer.6,I'll think about it.
# {0} - racer name, {1} - curse word (i.e. crap)
cut.end.player2racer.7,I don't like you {0}, but {1}, why not.
cut.end.player2racer.8,Sure, whatever.
# {0} - singular insult
cut.end.player2racer.9,Whatever, {0}.

cut.end.racer2player.1,Peace out.
cut.end.racer2player.2,All right, see you soon.
cut.end.racer2player.3,I'll be watching you.
cut.end.racer2player.4,Watch your six.
# {0} will be an noun insult (clown)
cut.end.racer2player.5,Let's go, time for you to eat my dust, {0}.
cut.end.racer2player.6,Now let's hit the road.
cut.end.racer2player.7,Less talking, more doing.
cut.end.racer2player.8,Bye.
cut.end.racer2player.9,Whatever.
# {0} will be an noun insult (clown)
cut.end.racer2player.10,Whatever, {0}.

# {0} - curse adjective (goddamn security)
cut.end.gov.1,Now go, or I'll call {0} security.
# {0} - insult singular (clown)
cut.end.gov.2,Beat it, {0}.

cut.end.gov.3,Please leave, and don't come back until you do it.
# {0} - insult singular (clown)
cut.end.gov.4,Good bye, {0}.
cut.end.gov.5,Good bye.

cut.req.drift.1,Almost forgot. You have to do it sideways to make it count!
cut.req.drift.2,Oh, and please do it while drifting, viewers enjoy it so much.
cut.req.drift.3,And better be sliding while you do it.
cut.req.drift.4,Wait, forgot to tell you. Do it in a drift, audience loves it.
cut.req.drift.5,And they told me you've got skill, so prove it, do it while drifting.

cut.resp.drift.1,Not again, it's impossible to win this way!
# {0} - curse word (crap)
cut.resp.drift.2,Oh, {0}...
# {0} - curse word (crap)
cut.resp.drift.3,{0}, this is going to be difficult.
cut.resp.drift.4,All right, I got this.
cut.resp.drift.5,Affirmative.
# {0} - name of character (i.e. Brace)
cut.resp.drift.6,With pleasure, {0}.
cut.resp.drift.7,Sir yes sir!
cut.resp.drift.8,Then sideways it will be.
cut.resp.drift.9,I'd do it sideways even without you asking!
cut.resp.drift.10,Say no more!
# {0} - insult singular (clown)
cut.resp.drift.11,It's on, {0}!

# In block blow, {0} will be second part of the sentence, generated somewhere 
# (i.e. for your trouble, you will receive $1000)
cut.reward.part.1,For your trouble, {0}.
cut.reward.part.2,If you are successful, {0}.
cut.reward.part.3_us,If you don't disappoint us, {0}.
cut.reward.part.3_me,If you don't disappoint me, {0}.
cut.reward.part.4,If this happens, {0}.
cut.reward.part.5,If you don't fail, {0}.
cut.reward.part.6,If you succeed, {0}.

# Same here, {0} will be second part of sentence generated somewhere
# (i.e. if you fail me like you always do, I will think of some punishment)
cut.punish.part.1,If you fail, {0}!
cut.punish.part.2,If you are not successful, {0}.
cut.punish.part.3,If you fail me like you always do, {0}!
cut.punish.part.4,If you mess up, {0}!
cut.punish.part.4_1,If you mess this up, {0}!
cut.punish.part.4_2,If you mess it up, {0}!
cut.punish.part.5,If you somehow manage to screw up, {0}!
cut.punish.part.6,If you don't do it, {0}.

# In block below {0} will be generated sentence with reward part, {1} with punishment
# (i.e: If you succeed, you will get $1000, otherwise I will puncture your tires)
cut.rew.pun.part.1,Do this, and {0}, but if you fail, {1}!
cut.rew.pun.part.2,As a reward, {0}, but if you chicken out, {1}!
cut.rew.pun.part.3,If this happens, {0}, otherwise {1}!
cut.rew.pun.part.4,Do this, and {0}, but there's also a punishment for failure. {1}!
cut.rew.pun.part.5,If you do this, {0}. But don't think I would forgive a failure, {1}!
cut.rew.pun.part.6,{0}. But don't you let me down, {1}!
cut.rew.pun.part.7,For your trouble, {0}. Though if you fail, {1}!
cut.rew.pun.part.8,For this, {0}, but if you don't, {1}.
cut.rew.pun.part.9,For success, {0}, but fail me like you always do, and {1}!

# Rewards told by government agent. Not they start from lowercase letter, and no full stop in the end, as it's in mid sentence
# {0} will be a number
cut.rew.gov.cash.1,you will get ${0}
cut.rew.gov.cash.2,you will receive ${0}
cut.rew.gov.cash.3,we will give you ${0}
cut.rew.gov.cash.4,we will pay you ${0}
cut.rew.gov.cash.5,I'll give you ${0}
cut.rew.gov.car,I will personally buy you a brand new car
cut.rew.gov.pts,I will tamper the stats, you will get {0} extra points for this race
cut.rew.gov.rnd,there will be a pleasant surprise waiting for you
cut.rew.gov.aero,my technicians will upgrade your AERO
cut.rew.gov.turbo,mechanics will replace your TURBO with a bigger one
cut.rew.gov.engine,mechanics will adjust the governor to improve your ENGINE
cut.rew.gov.gears,your GEARS will get a free upgrade
cut.rew.gov.grip,we will give you brand new tires to improve your GRIP
cut.rew.gov.none,you will get absolutely nothing! Ha ha ha

# Rewards told by other racer. Not they start from lowercase letter, and no full stop in the end, as it's in mid sentence
# {0} will be a number
cut.rew.racer.cash.1,my rainy day fund of ${0} will be yours
cut.rew.racer.cash.2,I will give you food stamps worth ${0}
cut.rew.racer.cash.3,I will give the contents of my pockets. Should be about ${0}
cut.rew.racer.cash.4,I will borrow ${0} from the bank to pay you
cut.rew.racer.cash.5,I will give ${0}
cut.rew.racer.car,I will let you have my brand new car
cut.rew.racer.pts,I have a friend who will tamper the stats, you will get {0} extra points for this race
cut.rew.racer.rnd,I will make it worthwhile
cut.rew.racer.aero,I have an idea how to upgrade your AERO with some duct tape and WD-40
cut.rew.racer.turbo,I will polish your TURBO
cut.rew.racer.engine,I will swap your ENGINE with a more powerful one
cut.rew.racer.gears,I will install a short shifter for your GEARS
cut.rew.racer.grip,I will swap my brand new tires with you so you'll get better GRIP
cut.rew.racer.none,you will get absolutely nothing! Ha ha ha

# Punishments told by government agent. Not they start from lowercase letter, and no full stop in the end, as it's in mid sentence
cut.punish.gov.cash.1,you will lose ${0}
cut.punish.gov.cash.2,you will have to pay us ${0}
cut.punish.gov.cash.3,your car insurance will go up by ${0}
cut.punish.gov.cash.4,I will take ${0} from your bank account
cut.punish.gov.cash.5,you will have to pay ${0} for 100 diamonds in this new mobile game I've just downloaded
cut.punish.gov.car,I will personally blow your car to tiny pieces with a Pedestrian Cannon. No mechanic will manage to put it back together
cut.punish.gov.pts,I will run this database query that will make you lose {0} points
cut.punish.gov.rnd,I will do something so nasty, that they will have to cover it as breaking news, and believe me, your photo will be there
cut.punish.gov.aero,I will ask mechanics to stick {0} in your grill to downgrade your AERO
cut.punish.gov.turbo,I will personally stick {0} in your TURBO
cut.punish.gov.engine,we will remove a couple of random parts from your ENGINE
cut.punish.gov.gears,we will replace your gearbox fluid with {0} to downgrade your GEARS
cut.punish.gov.grip,I will ask a mechanic to rub {0} on your tires to mess with your GRIP
cut.punish.gov.none,nothing bad will happen

# Punishments told by other racer. Not they start from lowercase letter, and no full stop in the end, as it's in mid sentence
cut.punish.racer.cash.1,you will have to buy ${0} worth of risky TSLA short puts
cut.punish.racer.cash.2,you will have to pay me ${0}
cut.punish.racer.cash.3,you will have to give me either ${0}, or that cool Casio watch you're wearing
cut.punish.racer.cash.4,I will drain ${0} worth of fuel from your car
cut.punish.racer.cash.5,you will have to buy me 500 gems in this new mobile game I've just downloaded. With 75% discount that will cost you just ${0}
# "Lionard 125" should not be translated, it's a model name of cheapest car in the game
cut.punish.racer.car,we will have to exchange cars. I'm currently driving a beat up Lionard 125, local junk yard keeps asking about it
cut.punish.racer.pts,I've got a hacker friend who will wipe {0} points off your score
cut.punish.racer.rnd,I will spin a wheel of misfortune and pick a random nasty thing to do to either you or your car
cut.punish.racer.aero,I will put {0} in your grill to downgrade your AERO
cut.punish.racer.turbo,I will stick {0} in your TURBO
cut.punish.racer.engine,I will fill your ENGINE with {0}
cut.punish.racer.gears,I will replace your gearbox fluid with {0} to downgrade your GEARS
cut.punish.racer.grip,I will rub {0} all over your tires to mess with your GRIP
cut.punish.racer.none,nothing bad will happen

### Shield mission cutscene

cut.shield.req,Here's a Force Field, and some extra batteries for it. You can thank me later.
cut.shield.intro.1,I see you're not doing well this season. We decided to help you out a little bit this next race.
# {0} will be a plural insult
cut.shield.intro.2,Looks like the other {0} are bullying you all the time. Here's something to even out the odds.

cut.shield.descr,Complete the race equipped with a Force Field
cut.shield.tip,Remember Newton's 3rd law

### Make car come last 

# {0} - clown
cut.finlast.req,I'll give you a weapon and mark the target car on your HUD. Make that {0} pay!

# {0} - player name, {1} - vegan burger
cut.finlast.racer.intro.1,Hey, {0}! I've got a favor to ask. One of the racers stuck a {1} in my exhaust pipe last night, and I want revenge!
# {0} - player name, {1} - vegan olive oil
cut.finlast.racer.intro.2,{0}, wait. I need some help. One of the racers rubbed {1} all over my steering wheel, and I want revenge!

# {0} - vegan olive oil
cut.finlast.gov.intro.1,You wouldn't believe it. One of those clown buddies of yours sneaked into my office last night and rubbed some {0} all over my keyboard! I want you to show them what happens when you mess with SOFACT.
# {0} - clown
cut.finlast.gov.intro.2,Listen, there's one {0} I really don't like. Let's make his life a living hell together.

cut.finlast.tip,Target car will be marked

# {0} - name, {1} - position number
cut.finlast.descr,Make sure {0} finishes {1} or below

### Assassinate mission cutscene (the most complex one)

# {0} is a singular noun defining a person
# {1} is part of sentence telling what the person did
# {2} is the second part telling what the person did
# {3} is the third part with circumstances
cut.ass.beg1.1,There is this {0} who {1} {2}, {3}
cut.ass.beg1.2,How should I put this gently. A {0} {1} {2}, {3}
cut.ass.beg1.3,Let me put this straight. {0} {1} {2}, {3}

# Same as beg1, but for 2 people
cut.ass.beg2.1,A couple of {0} {1} {2}, {3}
cut.ass.beg2.2,How should I put this gently. Two {0} {1} {2}, {3}

# Same as beg1 & beg2, but for 3+ people
cut.ass.beg3.1,There is a bunch of {0} {1} {2}, {3}
cut.ass.beg3.2,How should I put this gently. A bunch of {0} {1} {2}, {3}

# Endings for singular target
cut.ass.end1.1,You'll find details of his location in your on-board computer when you start the race.
# {0} - singular insult (i.e. clown)
cut.ass.end1.2,Get rid of that {0} for me, will ya?
cut.ass.end1.3,Make him check your undercarriage.
cut.ass.end1.4,Make him go *splat*, ok?
cut.ass.end1.5,Send him flying.
# {0} - singular insult (i.e. clown)
cut.ass.end1.6,I want that {0} carried away on a stretcher.
cut.ass.end1.7,Give him a free ride on your hood.
cut.ass.end1.8,You understand what I want, right?

# Endings for two targets
cut.ass.end2.1,You'll find details of their location in your on-board computer when you start the race.
# {0} - plural insult (i.e. clowns)
cut.ass.end2.2,Get rid of those two {0} for me, will ya?
cut.ass.end2.3,Make them check your undercarriage.
cut.ass.end2.4,Make them go *splat*, ok?
cut.ass.end2.5,Send them flying.
# {0} - curse adjective (i.e. friggin stretcher)
cut.ass.end2.6,I want them both carried away on a {0} stretcher.
cut.ass.end2.7,Give them a free ride on your hood.

# Endings for three+ targets
# end3.1 is used as end2.1
# {0} - plural insult (i.e. clowns)
cut.ass.end3.2,Get rid of all those {0} for me, will ya?
# {0} - plural insult (i.e. clowns)
cut.ass.end3.3,Find them all, and make those {0} check your undercarriage.
# {0} - plural insult (i.e. clowns)
cut.ass.end3.4,Make all those {0} go *splat*, ok?
# end3.5 is used as end2.5
# {0} - plural insult (clowns) {1} - curse adjective (i.e. friggin stretcher)
cut.ass.end3.6,I want all those {0} carried away on a {1} stretcher.
# {0} - plural insult (i.e. clowns)
cut.ass.end3.7,Give all those {0} a free ride on your hood.

