######################################
# Bloody Rally Show translations file 
# Locale: Chinese [partial GOOGLE TRANSLATED]
# Author: Cn123
# Contact: 王炸 / tomas@kodolinija.com
######################################

######################################
# What should not be modified:
# 1. Anything inside < > brackets - these are special text formatting tags
# 2. Anything inside { } brackets - these are variables that will be replaced
#
# Do not remove {0} and similar variables - it can cause in-game errors!
#
# There is one exception to the rule above. When {0} is a curse adjective or adverb (friggin, etc)
# And it is stated so in the example, if your language cannot combine them well, you can try ommitting {0}
# In this case, but if there is more than one variable ({0}, {1}), you cannot remove {0} and leave {1}!
# You can remove the last variable ({1}) in this case, to keep the variable sequence running from {0}
# (only if {1} is a curse adjective / adverb)
#
# <br> is a line break
#
# It is highly recommended to keep every single key in same exact line as English - copy all the comments and blank lines
######################################

# Characters

# If you change any character names, you have to consistently keep using them
# Across all the translations where they are mentioned. Also in Tips.txt
# For this reason I suggest to keep names of Brace Stone and Nicholas Merryland 
# unchanged. Anonymous racer only appears in introduction cutscene.

char.brace.name,Brace Stone
tr.ed_track.add.tip,单击地面以将新的轨道段添加到轨道的末尾。如果曲目循环播放，则开始和结束将暂时断开。
tr.ed_track.split,分裂
tr.ed_track.split.tip,单击轨道附近的地面以将其分成更多部分
tr.ed_track.edit,编辑
tr.ed_track.edit.tip,单击并拖动手柄以修改轨迹路径曲线
tr.ed_track.delete,删除
tr.ed_track.delete.tip,单击手柄以删除轨道路径节点
tr.ed_track.open_close,开关
tr.ed_track.open_close.tip,单击以切换轨道循环
tr.ed_track.auto_smooth,自动平滑
tr.ed_track.auto_smooth.tip,将平滑轨迹曲线
tr.ed_track.randomize,随机化
tr.ed_track.randomize.tip,将向当前轨道路径添加随机曲率
tr.ed_track.sharpen,锐化
tr.ed_track.sharpen.tip,会锐化一些角度（较大的轨道可能需要几秒钟）
tr.ed_track.wider,更宽的
tr.ed_track.wider.tip,将使轨道更宽
tr.ed_track.narrower,变窄
tr.ed_track.narrower.tip,将使轨道更窄
tr.ed_track.grow,增长
tr.ed_track.grow.tip,将增加赛道规模
tr.ed_track.shrink,收缩
tr.ed_track.shrink.tip,将减少轨道规模
tr.ed_track.move_start,移动开始
tr.ed_track.move_start.tip,将开始位置移动到下一个控制点（仅适用于闭合轨道）
tr.ed_track.recenter,最新的
tr.ed_track.recenter.tip,会更新并跟踪所有对象
tr.ed_track.rotate,旋转
tr.ed_track.rotate.tip,将轨道和所有对象顺时针旋转45度

tr.add_obj,添加对象
tr.add_obj.group,对象组
tr.add_obj.group.tip,将添加一个对象组。再次单击以随机化。
tr.add_obj.forest,森林
tr.add_obj.forest.tip,将产生一堆随机树
tr.add_obj.flowers,花卉
tr.add_obj.flowers.tip,会产生一束随机的花朵
tr.add_obj.crowd,人群
tr.add_obj.crowd.tip,人群会产生行人，并可能产生Porta Potty或Snowman
tr.add_obj.cone,锥体
tr.add_obj.cone.tip,按住按钮并拖动以放置一行
tr.add_obj.tire,累
tr.add_obj.tire.tip,按住按钮并拖动以放置一行
tr.add_obj.porta_potty,带便盆
tr.add_obj.porta_potty.tip,给Porta Potty小费会给您一些硝基
tr.add_obj.barrel,桶
tr.add_obj.barrel.tip,枪管以较高速度撞击时有爆炸的可能
tr.add_obj.snowman,雪人
tr.add_obj.snowman.tip,摧毁一个雪人会给你一些硝基
tr.add_obj.street_lamp,路灯
tr.add_obj.junk_car,垃圾车
tr.add_obj.hot_dog_truck,热狗车
tr.add_obj.hot_dog_cart,热狗车
tr.add_obj.bench,板凳
tr.add_obj.water_puddle,水坑
tr.add_obj.water_puddle.tip,有点滑
tr.add_obj.water_pond,水塘
tr.add_obj.water_pond.tip,有点滑
tr.add_obj.ice_patch,冰块
tr.add_obj.ice_patch.tip,相当滑
tr.add_obj.oil_spill,漏油事件
tr.add_obj.oil_spill.tip,很滑
tr.add_obj.ramp,坡道
tr.add_obj.ramp.tip,汽车可以越过的斜坡。给一点点推动。
tr.add_obj.power_ramp,动力斜坡
tr.add_obj.power_ramp.tip,动力斜坡可在跳跃前提供额外的速度提升
tr.add_obj.crop_field,作物田
tr.add_obj.rock,岩石
tr.add_obj.desert_rock,沙漠岩
tr.add_obj.wall,壁
tr.add_obj.pipe,管
tr.add_obj.solar_panels,太阳能板
tr.add_obj.silo,筒仓
# Thing for retrieving water from the ground
tr.add_obj.well,好
tr.add_obj.old_hut,老小屋
tr.add_obj.vault,金库
tr.add_obj.house,屋
tr.add_obj.building,建造
tr.add_obj.grass_square,草广场
tr.add_obj.grass_square.tip,用于在柏油碎石地面上种植树木和花朵
tr.add_obj.bush,衬套
tr.add_obj.bush.tip,可破坏的装饰衬套
tr.add_obj.green_tree,绿树
tr.add_obj.branch_tree,树枝树
tr.add_obj.snow_tree,雪树
tr.add_obj.flowers_single,花卉

tr.ed_obj,编辑物件
tr.ed_obj.move,移动
tr.ed_obj.move.tip,单击并拖动对象以将其移动
tr.ed_obj.rotate,旋转
tr.ed_obj.rotate.tip,单击并拖动一个对象以旋转它。按住Shift键可提高精确度。
tr.ed_obj.delete,删除
tr.ed_obj.delete.tip,单击一个对象将其删除
tr.ed_obj.clear_all,全部清除
tr.ed_obj.clear_all.tip,删除轨道中的所有对象
tr.ed_obj.clear_groups,清除组
tr.ed_obj.clear_groups.tip,清除手工对象组
tr.ed_obj.clear_crowd,清除人群
tr.ed_obj.clear_crowd.tip,清除所有人群
tr.ed_obj.clear_forests,清除森林
tr.ed_obj.clear_forests.tip,清除所有森林。如果用于城市轨道，将删除所有绿色方块！不会移除单独放置的树木。
tr.ed_obj.clear_flowers,清除花
tr.ed_obj.clear_flowers.tip,清除所有花朵。在城市轨道上将一事无成。不会清除单独放置的花朵。
tr.ed_obj.clear_bushes,清除灌木丛
tr.ed_obj.clear_bushes.tip,清除所有灌木丛。在城市轨道上将一事无成。
tr.ed_obj.clear_rocks,清除岩石
tr.ed_obj.clear_rocks.tip,清除所有岩石
tr.ed_obj.clear_tires,透明轮胎
tr.ed_obj.clear_tires.tip,清除所有轮胎
tr.ed_obj.clear_cones,透明锥
tr.ed_obj.clear_cones.tip,清除所有锥体
tr.ed_obj.clear_walls,清除墙壁
tr.ed_obj.clear_walls.tip,清除所有墙壁
tr.ed_obj.clear_lamps,透明灯
tr.ed_obj.clear_lamps.tip,清除所有路灯
tr.ed_obj.clear_buildings,清除建筑物
tr.ed_obj.clear_buildings.tip,清除所有房屋和建筑物
tr.ed_obj.clear_puddles,清除水坑
tr.ed_obj.clear_puddles.tip,清除所有水坑，冰块和溢油
tr.ed_obj.clear_ramps,清除斜坡
tr.ed_obj.clear_ramps.tip,清除所有坡道

tr.test_drive,驾驶
tr.test_drive_ai,AI驱动器
tr.help,帮帮我

# Car Editor

ced.select_base_car,选择基础车
ced.select_car,选择车

ced.new_car,新汽车
ced.open_car,开敞车
ced.download_cars,下载汽车
ced.exit,出口
ced.save_car,救车
ced.delete_car,删除
ced.parameters,参量
ced.edit_sprites,编辑精灵
ced.description,描述
ced.part_positions,零件位置
ced.sounds,声音
ced.modding_guide,改装指南
ced.share,分享
ced.reload_sprites,重新加载精灵
ced.close,关
ced.test_drive,试驾
ced.end_test_drive,结束试驾

ced.speed_idx,速度指数
ced.price,价钱
ced.price.tip,价格是根据速度指数自动计算得出的
ced.req_level,要求等级
ced.req_level.tip,所需级别是根据速度指数自动计算得出的
ced.label.general,一般
ced.max_speed_kmh,最高速度（kmh）
ced.max_speed_kmh.tip,变速箱正常工作所需。试驾汽车直行找出最大速度。
ced.mass_kg,车重（kg）
ced.mass_kg.tip,轻型汽车+高发动机功率=精神错乱。找到正确的平衡。
ced.max_health,最大健康
ced.label.engine,发动机
ced.engine_power,发动机功率
ced.engine_power.tip,理智结束于大约BHP 500。如果您可以超过它，那并不意味着您应该这样做。编辑此后调整最大速度！
ced.label.handling,处理方式
ced.steering_sensitivity,转向灵敏度
ced.steering_sensitivity.tip,转向有多灵敏和灵敏。这也取决于质量。
ced.label.grip,握
ced.drift_factor,牵引力漂移因子
ced.drift_factor.tip,有牵引力时，汽车进入坡道的难易程度。推荐值在0.8到0.9之间。
ced.slip_factor,无牵引力的漂移因素
ced.slip_factor.tip,没有牵引力时，汽车在漂移中的保持有多容易。推荐值在0.95至0.9999之间
ced.max_sticky_vel,侧向牵引最大速度
ced.max_sticky_vel.tip,汽车在不出现漂移的情况下可以驶入弯道的速度。推荐值在1到1.5之间。
ced.label.gearbox,变速箱
ced.max_rpm,最高转速
ced.max_rpm.tip,这不会直接影响引擎声音！选择适当的引擎声音。
ced.idle_rpm,怠速转速
ced.shift_time,轮班时间
ced.shift_time.tip,换档需要多长时间

ced.label.sounds,声音
ced.sound.engine,发动机
ced.sound.muffler,围巾
ced.sound.turbo,涡轮
ced.sound.turbo.tip,只有在升级的汽车上行驶时才能听到涡轮增压声音
ced.sound.charger,增压器
ced.sound.charger.tip,仅当使用升级的汽车行驶时才会听到增压器

ced.label.model,型号名称
ced.model_name,车型名称
ced.label.description,描述
ced.car_description_placeholder,关于您的新作品的特别要说的话

ced.label.lights,灯火
ced.front_lights_width,前灯宽度
ced.front_lights_pos,前灯位置
ced.rear_lights_width,尾灯宽度
ced.rear_lights_pos,尾灯位置

ced.label.wheels,轮圈
ced.front_axle_width,前桥宽度
ced.front_axle_pos,前桥位置
ced.rear_axle_width,后桥宽度
ced.rear_axle_pos,后桥位置

ced.label.interior,内部
ced.interior_off_x,内部偏移X
ced.interior_off_y,内部偏移Y

ced.label.collider,对撞机
ced.collider_width,对撞机宽度
ced.collider_height,对撞机高度
ced.center_of_mass,质量中心
ced.center_of_mass.tip,影响转弯和转角/漂移行为

ced.label.exhausts,排气量
ced.exhaust_count,排气量
ced.exhaust_width,排气宽度
ced.exhaust_pos,排气位置

################################################################################

# Cutscenes

### Lore Cutscene ### <-- please get this one very well, it's something people usually see within first 2 minutes of the game

# In here {0} is the number of years and {1} is a date
cut.lore.1,嘿!您不是{0}年前发生重大事故的那位著名赛车手吗？我知道您从{1}开始就一直处于低温睡眠状态，所以让我让您快速入门。
# {0} is a date
cut.lore.2,有一家非常成功的技术公司，您应该知道，我现在不记得它的原始名称。它消除了竞争，并在{0}中重新控制了全球经济。
# You should probably keep "Social Frontier of Activism" and SOFACT unchanged in your translation, for authenticity (company was not local after all)
cut.lore.3,该公司没有寻求科学发现，而是一直努力解决日益复杂的内部政策。在某些时候，他们将其重命名为“激进社会前沿”或SOFACT。
cut.lore.4,但是最终人性接管了。活动家在意想不到的敌意接管中被强行淘汰，因此SOFACT仍然是一个友好的组织，但现在属于老派弯头恶棍。
# Please do not translate "Bloody Rally Show", or included it into parentheses next to translation. Example: "Kruvinojo Ralio Šou" (Bloody Rally Show)
cut.lore.5,新领导人专注于利润。他们一直在娱乐方面进行投资，以最大程度地增加广告收入，“ Bloody Rally Show”正好成为当今大多数人的首选娱乐。
cut.lore.6,在《血腥拉力赛表演》中，他们正试图通过使用1980年代臭名昭著的B组中的技术来重塑拉力赛的黄金时代。事故数量很高，但社交媒体影响者一直在努力获取这些热门动作的特写照片。
cut.lore.7,我的朋友，不要丢车，否则您可能不得不加入人群。现在祝您好运！哦，对了，我没听清楚你的名字。

### Season Intro ### <-- please get this one very well too, it's part 2 of the main introduction

cut.intro.1,嘿，菜鸟，你迟到了！我是《血腥拉力赛》的导演。我想和其他人见面。
# {0} will be a random insult word
cut.intro.2,您在这里，{0}。我们把您带进来，因为他们说您知道如何很好地驾驶那些老式赛车。现在去做个好表演！
cut.intro.2_2,哦，我们会不时请您帮我们一些忙。没什么大不了的，不用担心！
cut.intro.3,等一会。为什么我必须为您做这件事？
# {0} will be an insult, ${1} - sum of money, like $500000
cut.intro.4,因为您欠我们低温睡眠，所以{0}！在任何季节结束时偿还$ {1}，您就可以自由地做任何想做的事情。在此之前，您的屁股属于SOFACT。
cut.intro.5,看起来我没有太多选择...什么时候开始？
cut.intro.6,跟我来，菜鸟，我带你看看。让我们首先见其他赛车手。
# {0} will be a plural insult (addressing all racers)
cut.intro.7,因此，{0}，您还回来了吗？给我留下深刻的印象！
cut.intro.8,我仍然觉得我还有事要做，你知道
cut.intro.9,很高兴您回来了！现在跟随我，您需要签署一些文件。

### Racer died cutscene

# {0} will be racer's name, {1} will be a "he" or "she"
cut.died.1,{0}没有成功。但是{1}将始终保留在我们的排行榜中。
cut.died.2,*按键盘上的F *
# {0} will be a plural insult, like "clowns"
cut.died.3,{0}，别再弄乱我的键盘了！

### Mission cutscene (shared) <-- important to get right too, will be shared across dozen of missions!

cut.racer.mid_comment.1,圣母玛利亚！
# {0} will be a curse word
cut.racer.mid_comment.2,{0}，不再是这个。
# {0} will be a curse word
cut.racer.mid_comment.3,我希望这个{0}能赚钱。
# {0} will be a curse adjective (like "friggin")
cut.racer.mid_comment.4,是的，我明白了。现在说{0}现金。
# {0} will be a curse word (crap)
cut.racer.mid_comment.5,{0}，再次开始。

# {0} will be some name or title
cut.racer2gov.greet.1,{0}，我听说您想见我。
cut.racer2gov.greet.2,{0}，您有时间吗？
cut.racer2gov.greet.3,嘿，{0}，您介意我向您问些什么吗？
cut.racer2gov.greet.4,*敲敲*
cut.racer2gov.greet.5,{0}，我一直想问你一些事情。
cut.racer2gov.greet.6,我可以进来吗？
cut.racer2gov.greet.7,{0}，您还有什么需要做的额外工作吗？我现金有点短缺。

# {0} will be a name or a title
cut.racer2racer.greet.1,嘿{0}！你好吗？
cut.racer2racer.greet.2,{0}！只是我一直在寻找的人！
cut.racer2racer.greet.3,嘿，赛车手！
cut.racer2racer.greet.4,哦，你好，{0}，我没注意到你。

cut.racer2racer.resp.1,嘿{0}，您的涡轮增压如何悬挂？
cut.racer2racer.resp.2,是的，让我猜，您想问我一些问题吗？
# {0} will be a curse adjective (friggin face)
cut.racer2racer.resp.3,再也不是你了，我不喜欢你的{0}脸，赛车手。
cut.racer2racer.resp.4,哦，不，昨晚刺破轮胎的不是我！
# {0} will be an insult (like clown)
cut.racer2racer.resp.5,您想要什么，{0}？

cut.gov2racer.greet_resp.1,{0}，是的，请进！
cut.gov2racer.greet_resp.2,{0}，我一直在等你。
cut.gov2racer.greet_resp.3,请坐下仔细听。
# {0} Curse adjective - friggin cash
cut.gov2racer.greet_resp.4,您想赚一些额外的{0}现金，不是吗？
# {0} Curse adjective - friggin cash
cut.gov2racer.greet_resp.5,让我猜测，您想赚取额外的{0}现金，不是吗？

# {0} - insult singular
cut.call.1,嘿，你！ {0}！过来
# {0} - insult singular
cut.call.2,嘿! {0}！
# {0} - name or title
cut.call.3,{0}。我一直在找你！
cut.call.4,{0}，请稍等，您为什么这么急呢？
cut.call.5,久别重逢。
# {0} - insult singular
cut.call.6,哦，只是我一直在寻找的{0}
# {0} - racer name
cut.call.7,已经有一段时间了，{0}。
cut.call.8,问候语，{0}。
cut.call.9,欢迎，{0}。
# {0} - insult singular
cut.call.10,{0}，不是您，您想要什么？但既然您在这里，我就会为您找到一些东西。

cut.call.resp.1,你想要什么？
cut.call.resp.2,...
# {0} - curse adjective (friggin point)
cut.call.resp.3,是的，是切到{0}点。
# {0} - name or title
cut.call.resp.4,噢，很高兴见到你，{0}。
cut.call.resp.5,问候语，{0}。
cut.call.resp.6,最近我一直需要更多现金，您有什么可以做的吗？
cut.call.resp.7,一些司机给了我一个非常艰难的时光，认为您可以帮我吗？
cut.call.resp.8,您是否可以参加任何特别活动，以提高节目的收视率？

# {0} below is always government official name or title
cut.end.player2gov.1,我会看看我能做什么。
cut.end.player2gov.2,亲爱的{0}，适合您的一切。
cut.end.player2gov.3,我有选择吗？
cut.end.player2gov.4,再没有...
cut.end.player2gov.5,这会结束吗？
cut.end.player2gov.6,好好好我知道了
cut.end.player2gov.7,这可以。
cut.end.player2gov.8,是的，当然可以。
cut.end.player2gov.9,好吧，我会尽力的。
cut.end.player2gov.10,我想回家。
cut.end.player2gov.11,再见，{0}。
cut.end.player2gov.12,非常感谢您提供的机会！

cut.end.player2racer.1,当然，这会很有趣。
# {0} - name or title
cut.end.player2racer.2,亲爱的{0}，适合您的一切。
# {0} - insult singular (i.e. clown)
cut.end.player2racer.3,开启，{0}！
cut.end.player2racer.4,是的，终于值得。
cut.end.player2racer.5,哦，很高兴！
cut.end.player2racer.6,我会考虑的。
# {0} - racer name, {1} - curse word (i.e. crap)
cut.end.player2racer.7,我不喜欢您{0}，但不喜欢您{1}，为什么不呢？
cut.end.player2racer.8,当然可以
# {0} - singular insult
cut.end.player2racer.9,无论如何，{0}。

cut.end.racer2player.1,和平了。
cut.end.racer2player.2,好吧，很快再见。
cut.end.racer2player.3,我会监督你的。
cut.end.racer2player.4,看你的六个。
# {0} will be an noun insult (clown)
cut.end.racer2player.5,走吧，您该吃我的灰尘了，{0}。
cut.end.racer2player.6,现在，让我们上路。
cut.end.racer2player.7,少说话，多做。
cut.end.racer2player.8,再见
cut.end.racer2player.9,随你。
# {0} will be an noun insult (clown)
cut.end.racer2player.10,无论如何，{0}。

# {0} - curse adjective (goddamn security)
cut.end.gov.1,现在走，不然我叫{0}安全。
# {0} - insult singular (clown)
cut.end.gov.2,击败它，{0}。

cut.end.gov.3,请离开，直到做完再回来。
# {0} - insult singular (clown)
cut.end.gov.4,再见，{0}。
cut.end.gov.5,再见。

cut.req.drift.1,差点忘了。您必须横盘整理以使其计数！
cut.req.drift.2,哦，请在漂流时去做，观众会非常喜欢它。
cut.req.drift.3,最好在滑动时滑动一下。
cut.req.drift.4,等一下，忘了告诉你。随波逐流，观众喜欢它。
cut.req.drift.5,他们告诉我你有技能，所以证明一下，在漂移时做。

cut.resp.drift.1,再说一次，这样赢是不可能的！
# {0} - curse word (crap)
cut.resp.drift.2,哦，{0} ...
# {0} - curse word (crap)
cut.resp.drift.3,{0}，这将很困难。
cut.resp.drift.4,好吧，我明白了。
cut.resp.drift.5,肯定。
# {0} - name of character (i.e. Brace)
cut.resp.drift.6,{0}很高兴。
cut.resp.drift.7,是，长官！
cut.resp.drift.8,然后横盘整理。
cut.resp.drift.9,即使你不问我，我也会侧身做！
cut.resp.drift.10,别说了！
# {0} - insult singular (clown)
cut.resp.drift.11,开启，{0}！

# In block blow, {0} will be second part of the sentence, generated somewhere
# (i.e. for your trouble, you will receive $1000)
cut.reward.part.1,麻烦您了，{0}。
cut.reward.part.2,如果成功，则为{0}。
cut.reward.part.3_us,如果您不失望，请{0}。
cut.reward.part.3_me,如果您没有让我失望，请{0}。
cut.reward.part.4,如果发生这种情况，请{0}。
cut.reward.part.5,如果您没有失败，请{0}。
cut.reward.part.6,如果成功，则为{0}。

# Same here, {0} will be second part of sentence generated somewhere
# (i.e. if you fail me like you always do, I will think of some punishment)
cut.punish.part.1,如果失败，{0}！
cut.punish.part.2,如果不成功，则为{0}。
cut.punish.part.3,如果您像往常一样失败了我，{0}！
cut.punish.part.4,如果您搞砸了，{0}！
cut.punish.part.4_1,如果您搞砸了，请{0}！
cut.punish.part.4_2,如果您搞砸了，{0}！
cut.punish.part.5,如果您设法解决问题，请{0}！
cut.punish.part.6,如果您不这样做，请{0}。

# In block below {0} will be generated sentence with reward part, {1} with punishment
# (i.e: If you succeed, you will get $1000, otherwise I will puncture your tires)
cut.rew.pun.part.1,执行此操作，然后{0}，但是如果失败，请{1}！
cut.rew.pun.part.2,作为奖励，{0}，但是如果您退缩，{1}！
cut.rew.pun.part.3,如果发生这种情况，则为{0}，否则为{1}！
cut.rew.pun.part.4,执行此操作，然后{0}，但也会因失败而受到惩罚。 {1}！
cut.rew.pun.part.5,如果执行此操作，则为{0}。但是不要以为我会原谅失败，{1}！
cut.rew.pun.part.6,{0}。但是，您不要让我失望，{1}！
cut.rew.pun.part.7,麻烦您了，{0}。即使失败，{1}！
cut.rew.pun.part.8,为此，{0}，但如果不是，则为{1}。
cut.rew.pun.part.9,为了获得成功，请{0}，但像您一样总是让我失败，而{1}！

# Rewards told by government agent. Not they start from lowercase letter, and no full stop in the end, as it's in mid sentence
# {0} will be a number
cut.rew.gov.cash.1,您将获得$ {0}
cut.rew.gov.cash.2,您将收到$ {0}
cut.rew.gov.cash.3,我们将给您$ {0}
cut.rew.gov.cash.4,我们将向您支付$ {0}
cut.rew.gov.cash.5,我给你$ {0}
cut.rew.gov.car,我会亲自给你买一辆新车
cut.rew.gov.pts,我将篡改统计信息，您将获得{0}的额外积分
cut.rew.gov.rnd,会有惊喜的惊喜等着你
cut.rew.gov.aero,我的技术人员将升级您的AERO
cut.rew.gov.turbo,机械师将用更大的TURBO取代您的TURBO
cut.rew.gov.engine,机械师将调整调速器以改善您的发动机
cut.rew.gov.gears,您的齿轮将获得免费升级
cut.rew.gov.grip,我们将为您提供全新的轮胎，以改善您的GRIP
cut.rew.gov.none,您将一无所获！哈哈哈

# Rewards told by other racer. Not they start from lowercase letter, and no full stop in the end, as it's in mid sentence
# {0} will be a number
cut.rew.racer.cash.1,我的$ {0}雨天基金将归您所有
cut.rew.racer.cash.2,我将给您价值$ {0}的食品券
cut.rew.racer.cash.3,我会把口袋里的东西拿出来。应该是大约$ {0}
cut.rew.racer.cash.4,我将从银行借$ {0}来付钱给您
cut.rew.racer.cash.5,我会给$ {0}
cut.rew.racer.car,我会让你有我的全新车
cut.rew.racer.pts,我有一个朋友会篡改统计信息，您将为此赛事获得{0}的额外积分
cut.rew.racer.rnd,我会值得的
cut.rew.racer.aero,我有一个想法，如何用一些胶带和WD-40升级您的AERO
cut.rew.racer.turbo,我会擦亮你的涡轮
cut.rew.racer.engine,我将用更强大的引擎交换您的引擎
cut.rew.racer.gears,我会为您的齿轮安装一个变速杆
cut.rew.racer.grip,我将与您交换全新的轮胎，以便您获得更好的GRIP
cut.rew.racer.none,您将一无所获！哈哈哈

# Punishments told by government agent. Not they start from lowercase letter, and no full stop in the end, as it's in mid sentence
cut.punish.gov.cash.1,您将损失$ {0}
cut.punish.gov.cash.2,您将需要向我们支付$ {0}
cut.punish.gov.cash.3,您的汽车保险费将增加$ {0}
cut.punish.gov.cash.4,我将从您的银行帐户中提取$ {0}
cut.punish.gov.cash.5,您必须在我刚刚下载的这款新手机游戏中为100颗钻石支付$ {0}
cut.punish.gov.car,我将亲自用行人加农炮将您的汽车吹成碎片。没有机械师会设法将其放回原处
cut.punish.gov.pts,我将运行此数据库查询，这将使您损失{0}分
cut.punish.gov.rnd,我会做些令人讨厌的事情，以至于他们必须将其作为突发新闻报道，并相信我，您的照片会在那里
cut.punish.gov.aero,我将要求机械师在烤架上贴上{0}，以降低AERO的等级
cut.punish.gov.turbo,我将亲自在您的TURBO中贴上{0}
cut.punish.gov.engine,我们将从您的引擎中删除几个随机的部分
cut.punish.gov.gears,我们将用{0}代替您的变速箱油以降低您的齿轮
cut.punish.gov.grip,我要请机械师在轮胎上擦{0}以使GRIP混乱
cut.punish.gov.none,不会有坏事发生

# Punishments told by other racer. Not they start from lowercase letter, and no full stop in the end, as it's in mid sentence
cut.punish.racer.cash.1,您将必须购买价值$ {0}的高风险TSLA空头看跌期权
cut.punish.racer.cash.2,您将需要付给我$ {0}
cut.punish.racer.cash.3,您将不得不给我$ {0}或您戴的那只酷炫的卡西欧手表
cut.punish.racer.cash.4,我将从您的车中抽出价值$ {0}的燃油
cut.punish.racer.cash.5,您将需要在我刚刚下载的这款新手机游戏中购买500颗宝石。享受75％的折扣，您只需支付$ {0}
# "Lionard 125" should not be translated, it's a model name of cheapest car in the game
cut.punish.racer.car,我们将不得不交换汽车。我目前正在开车撞一辆Lionard 125，当地的垃圾场一直在问这个问题
cut.punish.racer.pts,我有一个黑客朋友，他会抹掉您的分数{0}分
cut.punish.racer.rnd,我将不幸的车轮打转，并随机选择对您或您的汽车进行处理
cut.punish.racer.aero,我将{0}放入您的烤架中以降低您的AERO
cut.punish.racer.turbo,我会在您的TURBO中贴上{0}
cut.punish.racer.engine,我将用{0}填充您的引擎
cut.punish.racer.gears,我将用{0}代替您的变速箱油以降低您的齿轮
cut.punish.racer.grip,我将在整个轮胎上摩擦{0}，以使您的GRIP混乱
cut.punish.racer.none,不会有坏事发生

### Shield mission cutscene

cut.shield.req,这是一个力场，还有一些额外的电池。您可以稍后感谢我。
cut.shield.intro.1,我看到你这个赛季表现不佳。我们决定在下一场比赛中为您提供一些帮助。
# {0} will be a plural insult
cut.shield.intro.2,看起来其他{0}一直在欺负您。这是使赔率保持平衡的方法。

cut.shield.descr,完成配备“力场”的比赛
cut.shield.tip,记住牛顿第三定律

### Make car come last

# {0} - clown
cut.finlast.req,我会给你一把武器，并在HUD上标记目标汽车。让{0}付钱！

# {0} - player name, {1} - vegan burger
cut.finlast.racer.intro.1,嘿，{0}！我有一个忙要问。昨晚，一个赛车手在我的排气管中塞了一个{1}，我想报仇！
# {0} - player name, {1} - vegan olive oil
cut.finlast.racer.intro.2,{0}，等待。我需要协助。一位赛车手在我的方向盘上擦了{1}，我想报仇！

# {0} - vegan olive oil
cut.finlast.gov.intro.1,你不会相信的。昨天晚上，您的一个小丑伙伴潜入我的办公室，并在键盘上擦了一些{0}！我希望您向他们展示当您与SOFACT发生冲突时会发生什么。
# {0} - clown
cut.finlast.gov.intro.2,听着，我真的不喜欢一个{0}。让我们一起生活吧。

cut.finlast.tip,目标车将被标记

# {0} - name, {1} - position number
cut.finlast.descr,确保{0}完成{1}或以下

### Assassinate mission cutscene (the most complex one)

# {0} is a singular noun defining a person
# {1} is part of sentence telling what the person did
# {2} is the second part telling what the person did
# {3} is the third part with circumstances
cut.ass.beg1.1,有这个{0}的人{1} {2}，{3}
cut.ass.beg1.2,我该如何轻轻地放这个。 {0} {1} {2}，{3}
cut.ass.beg1.3,让我直说吧。 {0} {1} {2}，{3}

# Same as beg1, but for 2 people
cut.ass.beg2.1,几个{0} {1} {2}，{3}
cut.ass.beg2.2,我该如何轻轻地放这个。两个{0} {1} {2}，{3}

# Same as beg1 & beg2, but for 3+ people
cut.ass.beg3.1,一堆{0} {1} {2}，{3}
cut.ass.beg3.2,我该如何轻轻地放这个。一堆{0} {1} {2}，{3}

# Endings for singular target
cut.ass.end1.1,开始比赛时，您会在车载计算机上找到他的位置的详细信息。
# {0} - singular insult (i.e. clown)
cut.ass.end1.2,为我摆脱那个{0}，对吗？
cut.ass.end1.3,让他检查您的起落架。
cut.ass.end1.4,让他去*摔*，好吗？
cut.ass.end1.5,送他飞。
# {0} - singular insult (i.e. clown)
cut.ass.end1.6,我希望那个{0}被担架带走。
cut.ass.end1.7,让他搭上你的引擎盖。
cut.ass.end1.8,你懂我想要的，对不对？

# Endings for two targets
cut.ass.end2.1,开始比赛时，您会在车载计算机上找到其位置的详细信息。
# {0} - plural insult (i.e. clowns)
cut.ass.end2.2,为我摆脱这两个{0}，对吗？
cut.ass.end2.3,让他们检查您的起落架。
cut.ass.end2.4,让他们去*摔*，好吗？
cut.ass.end2.5,送他们飞。
# {0} - curse adjective (i.e. friggin stretcher)
cut.ass.end2.6,我希望它们都被{0}担架带走。
cut.ass.end2.7,让他们搭便车。

# Endings for three+ targets
# end3.1 is used as end2.1
# {0} - plural insult (i.e. clowns)
cut.ass.end3.2,为我摆脱所有这些{0}，对吗？
# {0} - plural insult (i.e. clowns)
cut.ass.end3.3,全部找到它们，然后使那些{0}检查您的起落架。
# {0} - plural insult (i.e. clowns)
cut.ass.end3.4,让所有这些{0}变成* splat *，好吗？
# end3.5 is used as end2.5
# {0} - plural insult (clowns) {1} - curse adjective (i.e. friggin stretcher)
cut.ass.end3.6,我希望所有这些{0}都被{1}担架带走。
# {0} - plural insult (i.e. clowns)
cut.ass.end3.7,让所有{0}搭便车。

# Mid sentences for 1 target
# {0} is some randomized person name
cut.ass.mid1.1,他的名字是{0}。
# {0} is some randomized person name (repeated twice in this sentence), {1} - curse adjective
